Ticker,Name,OtherName,Sector,Industry,Sub-Industry
MAIA,MAIA Biotechnology,MAIA Biotechnology,Healthcare,Biotechnology,
MAIN,Main Street Capital,Main Street Capital,Financial Services,Asset Management,
MAMA,Mama's Creations,Mama's Creations,Consumer Defensive,Packaged Foods,
MAMO,Massimo Group,Massimo Motor,Consumer Cyclical,Recreational Vehicles,
MAN,ManpowerGroup,ManpowerGroup,Industrials,Staffing & Employment Services,
MANH,Manhattan Associates,Manhattan Associates,Technology,Software,Application
MAPS,WM Technology,WM Technology,Technology,Software,Application
MAR,Marriott International,Marriott International,Consumer Cyclical,Lodging,
MARA,Marathon Digital Holdings,Marathon Digital Holdings,Financial Services,Capital Markets,
MARK,Remark Holdings,Remark Holdings,Technology,Software,Infrastructure
MAS,Masco,Masco,Industrials,Building Products & Equipment,
MASI,Masimo,Masimo,Healthcare,Medical Devices,
MASS,908 Devices,908 Devices,Healthcare,Medical Devices,
MAT,Mattel,Mattel,Consumer Cyclical,Leisure,
MATV,Mativ Holdings,Mativ Holdings,Basic Materials,Specialty Chemicals,
MATW,Matthews International,Matthews International Corporation,Industrials,Conglomerates,
MATX,Matson,Matson,Industrials,Marine Shipping,
MAX,MediaAlpha,MediaAlpha,Communication Services,Internet Content & Information,
MBC,MasterBrand,MasterBrand,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
MBCN,Middlefield Banc,Middlefield Banc,Financial Services,Banks,Regional
MBI,MBIA,MBIA,Financial Services,Insurance,Specialty
MBIN,Merchants Bancorp,Merchants Bancorp,Financial Services,Banks,Regional
MBOT,Microbot Medical,Microbot Medical,Healthcare,Medical Instruments & Supplies,
MBUU,Malibu Boats,Malibu Boats,Consumer Cyclical,Recreational Vehicles,
MBWM,Mercantile Bank,Mercantile Bank,Financial Services,Banks,Regional
MC,Moelis & Company,Moelis &amp; Company,Financial Services,Capital Markets,
MCB,Metropolitan Bank Holding,Metropolitan Bank Holding,Financial Services,Banks,Regional
MCBC,Macatawa Bank,Macatawa Bank,Financial Services,Banks,Regional
MCBS,MetroCity Bankshares,MetroCity Bankshares,Financial Services,Banks,Regional
MCD,McDonald's,McDonald,Consumer Cyclical,Restaurants,
MCFT,MasterCraft Boat Holdings,MasterCraft Boat,Consumer Cyclical,Recreational Vehicles,
MCHP,Microchip Technology Incorporated,Microchip Technology,Technology,Semiconductors,
MCHX,Marchex,Marchex,Communication Services,Advertising Agencies,
MCK,McKesson,McKesson,Healthcare,Medical Distribution,
MCO,Moody's,Moody's,Financial Services,Financial Data & Stock Exchanges,
MCRB,Seres Therapeutics,Seres Therapeutics,Healthcare,Biotechnology,
MCRI,Monarch Casino & Resort,Monarch Casino &amp; Resort,Consumer Cyclical,Resorts & Casinos,
MCS,The Marcus,Marcus Corporation,Communication Services,Entertainment,
MCW,Mister Car Wash,Mister Car Wash,Consumer Cyclical,Personal Services,
MCY,Mercury General,Mercury General,Financial Services,Insurance,Property & Casualty
MD,Pediatrix Medical Group,Pediatrix Medical Group,Healthcare,Medical Care Facilities,
MDB,MongoDB,MongoDB,Technology,Software,Infrastructure
MDGL,Madrigal Pharmaceuticals,Madrigal Pharmaceuticals,Healthcare,Biotechnology,
MDIA,MediaCo Holding,MediaCo Holding,Communication Services,Broadcasting,
MDLZ,Mondelez International,Mondelez,Consumer Defensive,Confectioners,
MDRX,Veradigm,Allscripts,Healthcare,Health Information Services,
MDU,MDU Resources Group,MDU Resources,Industrials,Conglomerates,
MDV,Modiv Industrial,Modiv,Real Estate,REIT,Diversified
MDXG,MiMedx Group,MiMedx Group,Healthcare,Biotechnology,
ME,23andMe Holding Co.,23andMe,Healthcare,Diagnostics & Research,
MEC,Mayville Engineering Company,Mayville Engineering Company,Industrials,Metal Fabrication,
MED,Medifast,Medifast,Consumer Cyclical,Personal Services,
MEDP,Medpace Holdings,Medpace,Healthcare,Diagnostics & Research,
MEDS,TRxADE HEALTH,TRxADE HEALTH,Healthcare,Pharmaceutical Retailers,
MEG,Montrose Environmental Group,Montrose Environmental,Industrials,Waste Management,
MEI,Methode Electronics,Methode Electronics,Technology,Electronic Components,
MESA,Mesa Air Group,Mesa Air,Industrials,Airlines,
MET,MetLife,MetLife,Financial Services,Insurance,Life
META,Meta Platforms,Facebook,Communication Services,Internet Content & Information,
METC,Ramaco Resources,Ramaco Resources,Basic Materials,Coking Coal,
MFA,MFA Financial,MFA Financial,Real Estate,REIT,Mortgage
MG,Mistras Group,MISTRAS Group,Industrials,Security & Protection Services,
MGAM,Mobile Global Esports,Mobile Global Esports (Mogo),Communication Services,Electronic Gaming & Multimedia,
MGEE,MGE Energy,MGE Energy,Utilities,Utilities,Regulated Electric
MGLD,The Marygold Companies,the Marygold Companies,Financial Services,Asset Management,
MGM,MGM Resorts International,MGM Resorts,Consumer Cyclical,Resorts & Casinos,
MGNI,Magnite,Magnite,Communication Services,Advertising Agencies,
MGNX,MacroGenics,MacroGenics,Healthcare,Biotechnology,
MGOL,MGO Global,MGO Global,Communication Services,Advertising Agencies,
MGPI,MGP Ingredients,MGP Ingredients,Consumer Defensive,Beverages,Wineries & Distilleries
MGRC,McGrath RentCorp,McGrath RentCorp,Industrials,Rental & Leasing Services,
MGRM,Monogram Technologies,Monogram Orthopaedics,Healthcare,Medical Devices,
MGRX,Mangoceuticals,Mangoceuticals,Healthcare,Health Information Services,
MGTX,MeiraGTx Holdings,MeiraGTx,Healthcare,Biotechnology,
MGX,Metagenomi,Metagenomi,Healthcare,Biotechnology,
MGY,Magnolia Oil & Gas,Magnolia Oil &amp; Gas,Energy,Oil & Gas E&P,
MGYR,Magyar Bancorp,Magyar Bancorp,Financial Services,Banks,Regional
MHK,Mohawk Industries,Mohawk Industries,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
MHO,M/I Homes,M/I Homes,Consumer Cyclical,Residential Construction,
MIDD,The Middleby,Middleby,Industrials,Specialty Industrial Machinery,
MINM,Minim,Zoom Telephonics,Technology,Communication Equipment,
MIR,Mirion Technologies,Mirion Technologies,Industrials,Specialty Industrial Machinery,
MIRM,Mirum Pharmaceuticals,Mirum Pharmaceuticals,Healthcare,Biotechnology,
MITK,Mitek Systems,Mitek Systems,Technology,Software,Application
MITT,AG Mortgage Investment Trust,AG Mortgage Investment Trust,Real Estate,REIT,Mortgage
MKC,McCormick & Company Incorporated,McCormick & Company,Consumer Defensive,Packaged Foods,
MKFG,Markforged Holding,Markforged,Technology,Computer Hardware,
MKL,Markel Group,Markel,Financial Services,Insurance,Property & Casualty
MKSI,MKS Instruments,MKS Instruments,Technology,Scientific & Technical Instruments,
MKTW,MarketWise,MarketWise,Financial Services,Financial Data & Stock Exchanges,
MKTX,MarketAxess Holdings,MarketAxess,Financial Services,Capital Markets,
ML,MoneyLion,MoneyLion,Technology,Software,Application
MLAB,Mesa Laboratories,Mesa Laboratories,Technology,Scientific & Technical Instruments,
MLI,Mueller Industries,Mueller Industries,Industrials,Metal Fabrication,
MLKN,MillerKnoll,MillerKnoll,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
MLM,Martin Marietta Materials,Martin Marietta,Basic Materials,Building Materials,
MLNK,MeridianLink,MeridianLink,Technology,Software,Application
MLP,Maui Land & Pineapple Company,Maui Land &amp; Pineapple Company,Real Estate,Real Estate Services,
MLR,Miller Industries,Miller Industries,Consumer Cyclical,Auto Parts,
MLSS,Milestone Scientific,Milestone Scientific,Healthcare,Medical Instruments & Supplies,
MLYS,Mineralys Therapeutics,Mineralys Therapeutics,Healthcare,Biotechnology,
MMC,Marsh & McLennan Companies,Marsh & McLennan Companies,Financial Services,Insurance Brokers,
MMI,Marcus & Millichap,Marcus &amp; Millichap,Real Estate,Real Estate Services,
MMLP,Martin Midstream Partners L.P.,Martin Midstream Partners,Energy,Oil & Gas Midstream,
MMM,3M Company,3M,Industrials,Conglomerates,
MMS,Maximus,Maximus,Industrials,Specialty Business Services,
MMSI,Merit Medical Systems,Merit Medical,Healthcare,Medical Instruments & Supplies,
MNKD,MannKind,MannKind Corp,Healthcare,Biotechnology,
MNMD,Mind Medicine (MindMed),Mind Medicine,Healthcare,Biotechnology,
MNOV,MediciNova,MediciNova,Healthcare,Biotechnology,
MNPR,Monopar Therapeutics,Monopar Therapeutics,Healthcare,Biotechnology,
MNR,,Mach Natural Resources LP,Energy,Oil & Gas E&P,
MNRO,Monro,Monro,Consumer Cyclical,Auto Parts,
MNSB,MainStreet Bancshares,MainStreet Bancshares,Financial Services,Banks,Regional
MNST,Monster Beverage,Monster Beverage,Consumer Defensive,Beverages,Non - Alcoholic
MNTK,Montauk Renewables,Montauk Renewables,Utilities,Utilities,Diversified
MNTS,Momentus,Momentus,Industrials,Aerospace & Defense,
MNTX,Manitex International,Manitex International,Industrials,Farm & Heavy Construction Machinery,
MO,Altria Group,Altria Group,Consumer Defensive,Tobacco,
MOBX,Mobix Labs,Mobix Labs,Technology,Semiconductors,
MOD,Modine Manufacturing Company,Modine Manufacturing,Consumer Cyclical,Auto Parts,
MODG,Topgolf Callaway Brands,Topgolf Callaway Brands,Consumer Cyclical,Leisure,
MODN,Model N,Model N,Technology,Software,Application
MODV,ModivCare,ModivCare,Healthcare,Medical Care Facilities,
MOFG,MidWestOne Financial Group,MidWestOne Financial Group,Financial Services,Banks,Regional
MOH,Molina Healthcare,Molina Healthcare,Healthcare,Healthcare Plans,
MOND,Mondee Holdings,Mondee,Consumer Cyclical,Travel Services,
MORF,Morphic Holding,Morphic Therapeutic,Healthcare,Biotechnology,
MORN,Morningstar,Morningstar,Financial Services,Financial Data & Stock Exchanges,
MOS,The Mosaic Company,The Mosaic Company,Basic Materials,Agricultural Inputs,
MOV,Movado Group,Movado,Consumer Cyclical,Luxury Goods,
MOVE,Movano,Movano,Healthcare,Medical Devices,
MP,MP Materials,MP Materials,Basic Materials,Other Industrial Metals & Mining,
MPAA,Motorcar Parts of America,Motorcar Parts of America,Consumer Cyclical,Auto Parts,
MPB,Mid Penn Bancorp,Mid Penn Bancorp,Financial Services,Banks,Regional
MPC,Marathon Petroleum,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,
MPLN,MultiPlan,MultiPlan,Healthcare,Health Information Services,
MPLX,MPLX LP,MPLX,Energy,Oil & Gas Midstream,
MPTI,M-tron Industries,M-tron Industries,Technology,Electronic Components,
MPW,Medical Properties Trust,Medical Properties Trust,Real Estate,REIT,Healthcare Facilities
MPWR,Monolithic Power Systems,Monolithic Power Systems,Technology,Semiconductors,
MPX,Marine Products,Marine Products Corporation,Consumer Cyclical,Recreational Vehicles,
MQ,Marqeta,Marqeta,Technology,Software,Infrastructure
MRAI,Marpai,Marpai,Healthcare,Healthcare Plans,
MRAM,Everspin Technologies,Everspin Technologies,Technology,Semiconductors,
MRC,MRC Global,MRC Global,Energy,Oil & Gas Equipment & Services,
MRCY,Mercury Systems,Mercury Systems,Industrials,Aerospace & Defense,
MRIN,Marin Software Incorporated,Marin Software,Technology,Software,Application
MRK,Merck & Co.,Merck,Healthcare,Drug Manufacturers,General
MRMD,MariMed,MariMed,Healthcare,Drug Manufacturers,Specialty & Generic
MRNA,Moderna,Moderna,Healthcare,Biotechnology,
MRNS,Marinus Pharmaceuticals,Marinus Pharmaceuticals,Healthcare,Biotechnology,
MRO,Marathon Oil,Marathon Oil,Energy,Oil & Gas E&P,
MRSN,Mersana Therapeutics,Mersana Therapeutics,Healthcare,Biotechnology,
MRTN,Marten Transport,Marten Transport,Industrials,Trucking,
MRVI,Maravai LifeSciences Holdings,Maravai LifeSciences,Healthcare,Biotechnology,
MRVL,Marvell Technology,Marvell Technology Group,Technology,Semiconductors,
MS,Morgan Stanley,Morgan Stanley,Financial Services,Capital Markets,
MSA,MSA Safety Incorporated,MSA Safety,Industrials,Security & Protection Services,
MSBI,Midland States Bancorp,Midland States Bancorp,Financial Services,Banks,Regional
MSCI,MSCI,MSCI,Financial Services,Financial Data & Stock Exchanges,
MSEX,Middlesex Water Company,Middlesex Water Company,Utilities,Utilities,Regulated Water
MSFT,Microsoft,Microsoft,Technology,Software,Infrastructure
MSGE,Madison Square Garden Entertainment,Madison Square Garden,Consumer Cyclical,Leisure,
MSGM,Motorsport Games,Motorsport Gaming,Communication Services,Electronic Gaming & Multimedia,
MSGS,Madison Square Garden Sports,MSG Sports,Communication Services,Entertainment,
MSI,Motorola Solutions,Motorola Solutions,Technology,Communication Equipment,
MSM,MSC Industrial Direct Co.,MSC Industrial Direct,Industrials,Industrial Distribution,
MSS,Maison Solutions,Maison Solutions,Consumer Defensive,Grocery Stores,
MSTR,MicroStrategy Incorporated,MicroStrategy,Technology,Software,Application
MTB,M&T Bank,M&T Bank,Financial Services,Banks,Regional
MTCH,Match Group,Match Group,Communication Services,Internet Content & Information,
MTD,Mettler-Toledo International,Mettler-Toledo,Healthcare,Diagnostics & Research,
MTDR,Matador Resources Company,Matador Resources,Energy,Oil & Gas E&P,
MTG,MGIC Investment,MGIC Investment,Financial Services,Insurance,Specialty
MTH,Meritage Homes,Meritage Homes,Consumer Cyclical,Residential Construction,
MTN,Vail Resorts,Vail Resorts,Consumer Cyclical,Resorts & Casinos,
MTNB,Matinas BioPharma Holdings,Matinas BioPharma,Healthcare,Biotechnology,
MTRN,Materion,Materion,Basic Materials,Other Industrial Metals & Mining,
MTRX,Matrix Service Company,Matrix Service,Industrials,Engineering & Construction,
MTSI,MACOM Technology Solutions Holdings,MACOM,Technology,Semiconductors,
MTTR,Matterport,Matterport,Technology,Software,Application
MTUS,Metallus,Metallus,Basic Materials,Steel,
MTW,The Manitowoc Company,The Manitowoc Company,Industrials,Farm & Heavy Construction Machinery,
MTX,Minerals Technologies,Minerals Technologies,Basic Materials,Specialty Chemicals,
MTZ,MasTec,MasTec,Industrials,Engineering & Construction,
MU,Micron Technology,Micron Technology,Technology,Semiconductors,
MULN,Mullen Automotive,Mullen Automotive,Consumer Cyclical,Auto Manufacturers,
MUR,Murphy Oil,Murphy Oil,Energy,Oil & Gas E&P,
MUSA,Murphy USA,Murphy USA,Consumer Cyclical,Specialty Retail,
MVBF,MVB Financial,MVB Financial,Financial Services,Banks,Regional
MVIS,MicroVision,Microvision,Technology,Scientific & Technical Instruments,
MVLA,Movella Holdings,Movella,Technology,Software,Application
MVST,Microvast Holdings,Microvast,Industrials,Electrical Equipment & Parts,
MWA,Mueller Water Products,Mueller Water Products,Industrials,Specialty Industrial Machinery,
MXCT,MaxCyte,MaxCyte,Healthcare,Medical Devices,
MXL,MaxLinear,MaxLinear,Technology,Semiconductors,
MYE,Myers Industries,Myers Industries,Consumer Cyclical,Packaging & Containers,
MYFW,First Western Financial,First Western Financial,Financial Services,Banks,Regional
MYGN,Myriad Genetics,Myriad Genetics,Healthcare,Diagnostics & Research,
MYMD,MyMD Pharmaceuticals,MyMD Pharmaceuticals,Healthcare,Biotechnology,
MYO,Myomo,Myomo,Healthcare,Medical Devices,
MYPS,PLAYSTUDIOS,Playstudios,Communication Services,Electronic Gaming & Multimedia,
MYRG,MYR Group,MYR Group,Industrials,Engineering & Construction,
NABL,N-able,N-Able,Technology,Information Technology Services,
NARI,Inari Medical,Inari Medical,Healthcare,Medical Devices,
NATH,Nathan's Famous,Nathan's Famous,Consumer Cyclical,Restaurants,
NATL,NCR Atleos,NCR Atleos Corporation,Technology,Software,Application
NATR,Nature's Sunshine Products,Nature's Sunshine Products,Consumer Defensive,Packaged Foods,
NAUT,Nautilus Biotechnology,Nautilus Biotechnology,Healthcare,Biotechnology,
NAVI,Navient,Navient,Financial Services,Credit Services,
NB,NioCorp Developments,NioCorp Developments,Basic Materials,Other Industrial Metals & Mining,
NBBK,NB Bancorp,NB Bancorp,Financial Services,Banks,Regional
NBHC,National Bank Holdings,National Bank Holdings,Financial Services,Banks,Regional
NBIX,Neurocrine Biosciences,Neurocrine Biosciences,Healthcare,Drug Manufacturers,Specialty & Generic
NBN,Northeast Bank,Northeast Bank,Financial Services,Banks,Regional
NBTB,NBT Bancorp,NBT Bancorp,Financial Services,Banks,Regional
NC,NACCO Industries,NACCO Industries,Energy,Thermal Coal,
NCL,Northann,Northann Corp,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
NCLH,Norwegian Cruise Line Holdings,Norwegian Cruise Line,Consumer Cyclical,Travel Services,
NCMI,National CineMedia,National CineMedia,Communication Services,Advertising Agencies,
NCNO,nCino,nCino,Technology,Software,Application
NCPL,Netcapital,Netcapital,Financial Services,Capital Markets,
NCSM,NCS Multistage Holdings,NCS Multistage,Energy,Oil & Gas Equipment & Services,
NDLS,Noodles & Company,Noodles &amp; Company,Consumer Cyclical,Restaurants,
NDSN,Nordson,Nordson,Industrials,Specialty Industrial Machinery,
NEE,NextEra Energy,Nextera Energy,Utilities,Utilities,Regulated Electric
NEGG,Newegg Commerce,Newegg,Consumer Cyclical,Internet Retail,
NEM,Newmont,Newmont,Basic Materials,Gold,
NEO,NeoGenomics,NeoGenomics,Healthcare,Diagnostics & Research,
NEOG,Neogen,Neogen,Healthcare,Diagnostics & Research,
NEOV,NeoVolta,NeoVolta,Industrials,Electrical Equipment & Parts,
NEP,NextEra Energy Partners LP,NextEra Energy Partners,Utilities,Utilities,Renewable
NERV,Minerva Neurosciences,Minerva Neurosciences,Healthcare,Biotechnology,
NESR,National Energy Services Reunited,National Energy Services Reunited,Energy,Oil & Gas Equipment & Services,
NET,Cloudflare,Cloudflare,Technology,Software,Infrastructure
NEU,NewMarket,NewMarket Corp,Basic Materials,Specialty Chemicals,
NEWT,NewtekOne,Newtek,Financial Services,Banks,Regional
NEXT,NextDecade,NextDecade Corp,Energy,Oil & Gas E&P,
NFBK,Northfield Bancorp Inc. (Staten Island NY),Northfield Bancorp,Financial Services,Banks,Regional
NFE,New Fortress Energy,New Fortress Energy,Utilities,Utilities,Regulated Gas
NFG,National Fuel Gas Company,National Fuel Gas,Energy,Oil & Gas Integrated,
NFLX,Netflix,Netflix,Communication Services,Entertainment, 
NGL,NGL Energy Partners LP,NGL Energy Partners,Energy,Oil & Gas Midstream,
NGNE,Neurogene,Neurogene,Healthcare,Biotechnology,
NGVT,Ingevity,Ingevity,Basic Materials,Specialty Chemicals,
NHC,National HealthCare,National Healthcare,Healthcare,Medical Care Facilities,
NHI,National Health Investors,National Health Investors,Real Estate,REIT,Healthcare Facilities
NHIQ,NantHealth,NantHealth,Healthcare,Health Information Services,
NHTC,Natural Health Trends,Natural Health Trends,Consumer Cyclical,Internet Retail,
NI,NiSource,NiSource,Utilities,Utilities,Regulated Gas
NIC,Nicolet Bankshares,Nicolet Bankshares,Financial Services,Banks,Regional
NICK,Nicholas Financial,Nicholas Financial,Financial Services,Credit Services,
NINE,Nine Energy Service,Nine Energy Service,Energy,Oil & Gas Equipment & Services,
NJR,New Jersey Resources,New Jersey Resources,Utilities,Utilities,Regulated Gas
NKE,NIKE,Nike,Consumer Cyclical,Footwear & Accessories,
NKLA,Nikola,Nikola,Industrials,Farm & Heavy Construction Machinery,
NKSH,National Bankshares,National Bankshares,Financial Services,Banks,Regional
NKTR,Nektar Therapeutics,Nektar Therapeutics,Healthcare,Biotechnology,
NKTX,Nkarta,Nkarta,Healthcare,Biotechnology,
NL,NL Industries,NL Industries,Industrials,Security & Protection Services,
NLY,Annaly Capital Management,Annaly Capital Management,Real Estate,REIT,Mortgage
NMIH,NMI Holdings,NMI Holdings,Financial Services,Insurance,Specialty
NMRA,Neumora Therapeutics,Neumora Therapeutics,Healthcare,Biotechnology,
NMRK,Newmark Group,Newmark,Real Estate,Real Estate Services,
NN,NextNav,NextNav,Technology,Software,Infrastructure
NNBR,NN,"NN, Inc.",Industrials,Conglomerates,
NNDM,Nano Dimension,Nano Dimension,Technology,Computer Hardware,
NNE,NANO Nuclear Energy,NANO Nuclear Energy,Industrials,Specialty Industrial Machinery,
NNI,Nelnet,Nelnet,Financial Services,Credit Services,
NNN,NNN REIT,NNN REIT,Real Estate,REIT,Retail
NNVC,NanoViricides,NanoViricides,Healthcare,Biotechnology,
NOC,Northrop Grumman,Northrop Grumman,Industrials,Aerospace & Defense,
NODK,NI Holdings,NI Holdings,Financial Services,Insurance,Property & Casualty
NOG,Northern Oil and Gas,Northern Oil and Gas,Energy,Oil & Gas E&P,
NOTV,Inotiv,Inotiv,Healthcare,Diagnostics & Research,
NOV,NOV,NOV,Energy,Oil & Gas Equipment & Services,
NOVA,Sunnova Energy International,Sunnova,Technology,Solar,
NOVT,Novanta,Novanta,Technology,Scientific & Technical Instruments,
NOW,ServiceNow,ServiceNow,Technology,Software,Application
NPCE,NeuroPace,NeuroPace,Healthcare,Medical Devices,
NPK,National Presto Industries,National Presto Industries,Industrials,Aerospace & Defense,
NPO,Enpro,EnPro Industries,Industrials,Specialty Industrial Machinery,
NPWR,NET Power,NET Power,Industrials,Specialty Industrial Machinery,
NR,Newpark Resources,Newpark Resources,Energy,Oil & Gas Equipment & Services,
NRC,National Research,NRC Health,Healthcare,Health Information Services,
NRDS,NerdWallet,NerdWallet,Communication Services,Internet Content & Information,
NRDY,Nerdy,Nerdy,Technology,Software,Application
NREF,NexPoint Real Estate Finance,NexPoint Real Estate Finance,Real Estate,REIT,Mortgage
NRG,NRG Energy,NRG Energy,Utilities,Utilities,Independent Power Producers
NRGV,Energy Vault Holdings,Energy Vault,Utilities,Utilities,Renewable
NRIM,Northrim BanCorp,Northrim BanCorp,Financial Services,Banks,Regional
NRIX,Nurix Therapeutics,Nurix Therapeutics,Healthcare,Biotechnology,
NRXP,NRx Pharmaceuticals,NRx Pharmaceuticals,Healthcare,Biotechnology,
NSA,National Storage Affiliates Trust,National Storage,Real Estate,REIT,Industrial
NSC,Norfolk Southern,Norfolk Southern,Industrials,Railroads,
NSIT,Insight Enterprises,Insight Enterprises,Technology,Electronics & Computer Distribution,
NSP,Insperity,Insperity,Industrials,Staffing & Employment Services,
NSSC,Napco Security Technologies,NAPCO Security Technologies,Industrials,Security & Protection Services,
NSTG,NanoString Technologies,NanoString Technologies,Healthcare,Medical Instruments & Supplies,
NSTS,NSTS Bancorp,NSTS Bancorp,Financial Services,Banks,Regional
NTAP,NetApp,NetApp,Technology,Computer Hardware,
NTCT,NetScout Systems,NETSCOUT,Technology,Software,Infrastructure
NTGR,NETGEAR,NETGEAR,Technology,Communication Equipment,
NTIC,Northern Technologies International,Northern Technologies International,Basic Materials,Specialty Chemicals,
NTLA,Intellia Therapeutics,Intellia Therapeutics,Healthcare,Biotechnology,
NTNX,Nutanix,Nutanix,Technology,Software,Infrastructure
NTRA,Natera,Natera,Healthcare,Diagnostics & Research,
NTRS,Northern Trust,Northern Trust,Financial Services,Asset Management,
NTST,NETSTREIT,Netstreit,Real Estate,REIT,Retail
NUE,Nucor,Nucor,Basic Materials,Steel,
NUS,Nu Skin Enterprises,Nu Skin,Consumer Defensive,Household & Personal Products,
NUTX,Nutex Health,Nutex Health,Healthcare,Health Information Services,
NUVB,Nuvation Bio,Nuvation Bio,Healthcare,Biotechnology,
NUVL,Nuvalent,Nuvalent,Healthcare,Biotechnology,
NUWE,Nuwellis,Nuwellis,Healthcare,Medical Devices,
NUZE,NuZee,NuZee,Consumer Defensive,Packaged Foods,
NVAX,Novavax,Novavax,Healthcare,Biotechnology,
NVCT,Nuvectis Pharma,Nuvectis Pharma,Healthcare,Biotechnology,
NVDA,NVIDIA,NVIDIA,Technology,Semiconductors,
NVEC,NVE,NVE Corporation,Technology,Semiconductors,
NVEE,NV5 Global,NV5 Global,Industrials,Engineering & Construction,
NVNO,enVVeno Medical,enVVeno Medical Corporation,Healthcare,Medical Devices,
NVOS,Novo Integrated Sciences,Novo Integrated Sciences,Healthcare,Medical Care Facilities,
NVR,NVR,NVR,Consumer Cyclical,Residential Construction,
NVRI,Enviri,Enviri Corporation,Industrials,Waste Management,
NVRO,Nevro,Nevro,Healthcare,Medical Devices,
NVST,Envista Holdings,Envista,Healthcare,Medical Instruments & Supplies,
NWBI,Northwest Bancshares,Northwest Bank,Financial Services,Banks,Regional
NWE,NorthWestern Energy Group,NorthWestern Corporation,Utilities,Utilities,Regulated Electric
NWL,Newell Brands,Newell Brands,Consumer Defensive,Household & Personal Products,
NWLI,National Western Life Group,National Western Life,Financial Services,Insurance,Life
NWN,Northwest Natural Holding Company,NW Natural,Utilities,Utilities,Regulated Gas
NWPX,Northwest Pipe Company,Northwest Pipe Company,Industrials,Metal Fabrication,
NWS,News,News Corp,Communication Services,Entertainment,
NX,Quanex Building Products,Quanex Building Products,Industrials,Building Products & Equipment,
NXDT,NexPoint Diversified Real Estate Trust,NexPoint Diversified Real Estate Trust,Real Estate,REIT,Diversified
NXRT,NexPoint Residential Trust,NexPoint Residential,Real Estate,REIT,Residential
NXST,Nexstar Media Group,Nexstar Media Group,Communication Services,Entertainment,
NXT,Nextracker,Nextracker,Technology,Solar,
NXU,Nxu,Nxu,Industrials,Electrical Equipment & Parts,
NYCB,New York Community Bancorp,New York Community Bank,Financial Services,Banks,Regional
NYMT,New York Mortgage Trust,New York Mortgage Trust,Real Estate,REIT,Mortgage
NYT,The New York Times Company,New York Times,Communication Services,Publishing,
O,Realty Income,Realty Income,Real Estate,REIT,Retail
OABI,OmniAb,OmniAb,Healthcare,Biotechnology,
OB,Outbrain,Outbrain,Communication Services,Internet Content & Information,
OBIO,Orchestra BioMed Holdings,Orchestra BioMed,Healthcare,Biotechnology,
OBK,Origin Bancorp,Origin Bancorp,Financial Services,Banks,Regional
OBLG,Oblong,Oblong,Technology,Software,Application
OBT,Orange County Bancorp,Orange County Bancorp,Financial Services,Banks,Regional
OC,Owens Corning,Owens Corning,Industrials,Building Products & Equipment,
OCEA,Ocean Biomedical,Ocean Biomedical,Healthcare,Biotechnology,
OCFC,OceanFirst Financial,OceanFirst Financial,Financial Services,Banks,Regional
OCGN,Ocugen,Ocugen,Healthcare,Biotechnology,
OCN,Onity Group,Onity Group,Financial Services,Mortgage Finance,
OCUL,Ocular Therapeutix,Ocular Therapeutix,Healthcare,Biotechnology,
OCUP,Ocuphire Pharma,Ocuphire Pharma,Healthcare,Biotechnology,
OCX,OncoCyte,OncoCyte,Healthcare,Diagnostics & Research,
ODC,Oil-Dri Corporation of America,Oil-Dri Corporation Of America,Basic Materials,Specialty Chemicals,
ODFL,Old Dominion Freight Line,Old Dominion Freight Line,Industrials,Trucking,
ODP,The ODP,Office Depot,Consumer Cyclical,Specialty Retail,
OEC,Orion S.A.,Orion Engineered Carbons,Basic Materials,Specialty Chemicals,
OESX,Orion Energy Systems,Orion Energy Systems,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
OFED,Oconee Federal Financial,Oconee Federal Financial,Financial Services,Banks,Regional
OFG,OFG Bancorp,OFG Bancorp,Financial Services,Banks,Regional
OFIX,Orthofix Medical,Orthofix Medical,Healthcare,Medical Devices,
OFLX,Omega Flex,Omega Flex,Industrials,Specialty Industrial Machinery,
OGE,OGE Energy,OGE Energy,Utilities,Utilities,Regulated Electric
OGEN,Oragenics,Oragenics,Healthcare,Biotechnology,
OGN,Organon & Co.,Organon,Healthcare,Drug Manufacturers,General
OGS,ONE Gas,ONE Gas,Utilities,Utilities,Regulated Gas
OHI,Omega Healthcare Investors,Omega Healthcare,Real Estate,REIT,Healthcare Facilities
OI,O-I Glass,O-I Glass,Consumer Cyclical,Packaging & Containers,
OII,Oceaneering International,Oceaneering International,Energy,Oil & Gas Equipment & Services,
OIS,Oil States International,Oil States International,Energy,Oil & Gas Equipment & Services,
OKE,ONEOK,Oneok,Energy,Oil & Gas Midstream,
OKLO,Oklo,Oklo,Utilities,Utilities,Regulated Electric
OKTA,Okta,Okta,Technology,Software,Infrastructure
OLB,The OLB Group,OLB Group,Technology,Software,Infrastructure
OLED,Universal Display,Universal Display Corporation,Technology,Electronic Components,
