Ticker,Name,OtherName,Sector,Industry,Sub-Industry
KMPR,Kemper Corporation,Kemper,Financial Services,Insurance - Property & Casualty,
KMT,Kennametal Inc.,Kennametal,Industrials,Tools & Accessories,
KMX,"CarMax, Inc.",CarMax,Consumer Cyclical,Auto & Truck Dealerships,
KN,Knowles Corporation,Knowles,Technology,Communication Equipment,
KNF,Knife River Corporation,Knife River Corporation,Basic Materials,Building Materials,
KNSL,"Kinsale Capital Group, Inc.",Kinsale Capital Group,Financial Services,Insurance - Property & Casualty,
KNTK,Kinetik Holdings Inc.,Kinetik,Energy,Oil & Gas Midstream,
KNW,"Know Labs, Inc.",Know Labs,Technology,Scientific & Technical Instruments,
KNX,Knight-Swift Transportation Holdings Inc.,Knight-Swift,Industrials,Trucking,
KO,The Coca-Cola Company,Coca-Cola,Consumer Defensive,Beverages - Non-Alcoholic,
KOD,Kodiak Sciences Inc.,Kodiak Sciences,Healthcare,Biotechnology,
KODK,Eastman Kodak Company,Eastman Kodak Company,Industrials,Specialty Business Services,
KOP,Koppers Holdings Inc.,Koppers,Basic Materials,Specialty Chemicals,
KOPN,Kopin Corporation,Kopin Corporation,Technology,Electronic Components,
KORE,"KORE Group Holdings, Inc.",KORE,Communication Services,Telecom Services,
KOS,Kosmos Energy Ltd.,Kosmos Energy,Energy,Oil & Gas E&P,
KOSS,Koss Corporation,Koss,Technology,Consumer Electronics,
KPLT,"Katapult Holdings, Inc.",Katapult Holdings,Technology,Software—Infrastructure,
KPTI,Karyopharm Therapeutics Inc.,Karyopharm Therapeutics,Healthcare,Biotechnology,
KR,The Kroger Co.,Kroger,Consumer Defensive,Grocery Stores,
KRC,Kilroy Realty Corporation,Kilroy Realty,Real Estate,REIT - Office,
KREF,KKR Real Estate Finance Trust Inc.,KKR Real Estate Finance Trust,Real Estate,REIT - Mortgage,
KRG,Kite Realty Group Trust,Kite Realty,Real Estate,REIT - Retail,
KRMD,"KORU Medical Systems, Inc.",KORU Medical Systems,Healthcare,Medical Instruments & Supplies,
KRNY,Kearny Financial Corp.,Kearny Financial,Financial Services,Banks—Regional,
KRO,"Kronos Worldwide, Inc.",Kronos Worldwide,Basic Materials,Specialty Chemicals,
KRON,"Kronos Bio, Inc.",Kronos Bio,Healthcare,Biotechnology,
KROS,"Keros Therapeutics, Inc.",Keros Therapeutics,Healthcare,Biotechnology,
KRP,"Kimbell Royalty Partners, LP",Kimbell Royalty Partners,Energy,Oil & Gas E&P,
KRRO,"Korro Bio, Inc.",Korro Bio,Healthcare,Biotechnology,
KRT,Karat Packaging Inc.,Karat Packaging,Consumer Cyclical,Packaging & Containers,
KRUS,"Kura Sushi USA, Inc.",Kura Sushi USA,Consumer Cyclical,Restaurants,
KRYS,"Krystal Biotech, Inc.",Krystal Biotech,Healthcare,Biotechnology,
KSCP,"Knightscope, Inc.",Knightscope,Industrials,Security & Protection Services,
KSPN,Kaspien Holdings Inc.,Kaspien,Technology,Software—Application,
KSS,Kohl's Corporation,Kohl's,Consumer Cyclical,Department Stores,
KTB,"Kontoor Brands, Inc.",Kontoor Brands,Consumer Cyclical,Apparel Manufacturing,
KTOS,"Kratos Defense & Security Solutions, Inc.",Kratos Defense &amp; Security Solutions,Industrials,Aerospace & Defense,
KULR,"KULR Technology Group, Inc.",KULR Technology,Technology,Electronic Components,
KURA,"Kura Oncology, Inc.",Kura Oncology,Healthcare,Biotechnology,
KVHI,"KVH Industries, Inc.",KVH Industries,Technology,Communication Equipment,
KVUE,Kenvue Inc.,Kenvue,Consumer Defensive,Household & Personal Products,
KVYO,"Klaviyo, Inc.",Klaviyo,Technology,Software - Infrastructure,
KW,"Kennedy-Wilson Holdings, Inc.",Kennedy Wilson,Real Estate,Real Estate Services,
KWR,Quaker Chemical Corporation,Quaker Houghton,Basic Materials,Specialty Chemicals,
KYMR,"Kymera Therapeutics, Inc.",Kymera Therapeutics,Healthcare,Biotechnology,
KYN,"Kayne Anderson Energy Infrastructure Fund, Inc.",Kayne Anderson Capital Advisors,Financial Services,Asset Management,
KYTX,"Kyverna Therapeutics, Inc.",Kyverna Therapeutics,Healthcare,Biotechnology,
KZR,"Kezar Life Sciences, Inc.",Kezar Life Sciences,Healthcare,Biotechnology,
L,Loews Corporation,Loews Corporation,Financial Services,Insurance - Property & Casualty,
LAB,Standard BioTools Inc.,Standard BioTools,Healthcare,Medical Devices,
LAD,"Lithia Motors, Inc.",Lithia Motors,Consumer Cyclical,Auto & Truck Dealerships,
LADR,Ladder Capital Corp,Ladder Capital,Real Estate,REIT - Mortgage,
LAKE,"Lakeland Industries, Inc.",Lakeland Industries,Consumer Cyclical,Apparel Manufacturing,
LAMR,Lamar Advertising Company,Lamar Advertising,Real Estate,REIT - Specialty,
LANC,Lancaster Colony Corporation,Lancaster Colony Corporation,Consumer Defensive,Packaged Foods,
LAND,Gladstone Land Corporation,Gladstone Land,Real Estate,REIT - Specialty,
LARK,"Landmark Bancorp, Inc.",Landmark Bancorp,Financial Services,Banks—Regional,
LASE,Laser Photonics Corporation,Laser Photonics,Industrials,Specialty Industrial Machinery,
LASR,"nLIGHT, Inc.",nLIGHT,Technology,Semiconductors,
LAUR,"Laureate Education, Inc.",Laureate Education,Consumer Defensive,Education & Training Services,
LAW,"CS Disco, Inc.",CS Disco,Technology,Software—Application,
LAZR,"Luminar Technologies, Inc.",Luminar Technologies,Consumer Cyclical,Auto Parts,
LAZY,"Lazydays Holdings, Inc.",Lazydays Holdings,Consumer Cyclical,Auto & Truck Dealerships,
LB,LandBridge Company LLC,LandBridge,Energy,Oil & Gas Equipment & Services,
LBAI,"Lakeland Bancorp, Inc.",Lakeland Bancorp,Financial Services,Banks - Regional,
LBPH,"Longboard Pharmaceuticals, Inc.",Longboard Pharmaceuticals,Healthcare,Biotechnology,
LBRDA,Liberty Broadband Corporation,Liberty Broadband,Communication Services,Telecom Services,
LBRT,Liberty Energy Inc.,Liberty Energy,Energy,Oil & Gas Equipment & Services,
LC,LendingClub Corporation,LendingClub,Financial Services,Credit Services,
LCID,"Lucid Group, Inc.",Lucid Motors,Consumer Cyclical,Auto Manufacturers,
LCII,LCI Industries,LCI Industries,Consumer Cyclical,Recreational Vehicles,
LCNB,LCNB Corp.,LCNB,Financial Services,Banks—Regional,
LCTX,"Lineage Cell Therapeutics, Inc.",Lineage Cell Therapeutics,Healthcare,Biotechnology,
LCUT,"Lifetime Brands, Inc.",Lifetime Brands,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
LDI,"loanDepot, Inc.",loanDepot,Financial Services,Mortgage Finance,
LDOS,"Leidos Holdings, Inc.",Leidos,Technology,Information Technology Services,
LE,"Lands' End, Inc.",Lands' End,Consumer Cyclical,Apparel Retail,
LEA,Lear Corporation,Lear Corporation,Consumer Cyclical,Auto Parts,
LECO,"Lincoln Electric Holdings, Inc.",Lincoln Electric,Industrials,Tools & Accessories,
LEE,"Lee Enterprises, Incorporated",Lee Enterprises,Communication Services,Publishing,
LEG,"Leggett & Platt, Incorporated",Leggett &amp; Platt,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
LEGH,Legacy Housing Corporation,Legacy Housing Corporation,Consumer Cyclical,Residential Construction,
LEGN,Legend Biotech Corporation,Legend Biotech,Healthcare,Biotechnology,
LEN,Lennar Corporation,Lennar,Consumer Cyclical,Residential Construction,
LENZ,"LENZ Therapeutics, Inc.",LENZ Therapeutics,Healthcare,Biotechnology,
LESL,"Leslie's, Inc.",Leslie's,Consumer Cyclical,Specialty Retail,
LEU,Centrus Energy Corp.,Centrus Energy,Energy,Uranium,
LEVI,Levi Strauss & Co.,Levi Strauss,Consumer Cyclical,Apparel Manufacturing,
LFCR,"Lifecore Biomedical, Inc.",Lifecore Biomedical,Healthcare,Drug Manufacturers—Specialty & Generic,
LFLY,"Leafly Holdings, Inc.",Leafly Holdings,Healthcare,Pharmaceutical Retailers,
LFMD,"LifeMD, Inc.",LifeMD,Healthcare,Health Information Services,
LFST,"LifeStance Health Group, Inc.",LifeStance Health Group,Healthcare,Medical Care Facilities,
LFT,"Lument Finance Trust, Inc.",Lument Finance Trust,Real Estate,REIT—Mortgage,
LFUS,"Littelfuse, Inc.",Littelfuse,Technology,Electronic Components,
LFVN,LifeVantage Corporation,Lifevantage,Consumer Defensive,Packaged Foods,
LGIH,"LGI Homes, Inc.",LGI Homes,Consumer Cyclical,Residential Construction,
LGND,Ligand Pharmaceuticals Incorporated,Ligand Pharmaceuticals,Healthcare,Biotechnology,
LGVN,Longeveron Inc.,Longeveron,Healthcare,Biotechnology,
LH,Labcorp Holdings Inc.,LabCorp,Healthcare,Diagnostics & Research,
LHX,"L3Harris Technologies, Inc.",L3Harris Technologies,Industrials,Aerospace & Defense,
LIAN,LianBio,LianBio,Healthcare,Biotechnology,
LIDR,"AEye, Inc.",AEye,Technology,Software—Infrastructure,
LIF,"Life360, Inc.",Life360,Technology,Software - Application,
LII,Lennox International Inc.,Lennox,Industrials,Building Products & Equipment,
LILA,Liberty Latin America Ltd.,Liberty Latin America,Communication Services,Telecom Services,
LIND,"Lindblad Expeditions Holdings, Inc.",Lindblad Expeditions,Consumer Cyclical,Travel Services,
LINK,"Interlink Electronics, Inc.",Interlink Electronics,Technology,Electronic Components,
LION,Lionsgate Studios Corp.,Lionsgate Studios,,,
LIPO,Lipella Pharmaceuticals Inc.,Lipella Pharmaceuticals,Healthcare,Biotechnology,
LITE,Lumentum Holdings Inc.,Lumentum,Technology,Communication Equipment,
LIVE,Live Ventures Incorporated,Live Ventures,Consumer Cyclical,Home Improvement Retail,
LKFN,Lakeland Financial Corporation,Lakeland Financial Corp,Financial Services,Banks - Regional,
LKQ,LKQ Corporation,LKQ Corporation,Consumer Cyclical,Auto Parts,
LL,"LL Flooring Holdings, Inc.",LL Flooring,Consumer Cyclical,Home Improvement Retail,
LLAP,Terran Orbital Corporation,Terran Orbital,Industrials,Aerospace & Defense,
LLY,Eli Lilly and Company,Eli Lilly,Healthcare,Drug Manufacturers - General,
LMAT,"LeMaitre Vascular, Inc.",LeMaitre Vascular,Healthcare,Medical Instruments & Supplies,
LMB,"Limbach Holdings, Inc.",Limbach Holdings,Industrials,Building Products & Equipment,
LMFA,"LM Funding America, Inc.",LM Funding America,Financial Services,Credit Services,
LMND,"Lemonade, Inc.",Lemonade,Financial Services,Insurance - Property & Casualty,
LMNR,Limoneira Company,Limoneira,Consumer Defensive,Farm Products,
LMPX,"LMP Automotive Holdings, Inc.",LMP Automotive Holdings,Consumer Cyclical,Auto & Truck Dealerships,
LMT,Lockheed Martin Corporation,Lockheed Martin,Industrials,Aerospace & Defense,
LNC,Lincoln National Corporation,Lincoln National Corporation,Financial Services,Insurance - Life,
LNG,"Cheniere Energy, Inc.",Cheniere Energy,Energy,Oil & Gas Midstream,
LNN,Lindsay Corporation,Lindsay Corporation,Industrials,Farm & Heavy Construction Machinery,
LNSR,"LENSAR, Inc.",LENSAR,Healthcare,Medical Devices,
LNT,Alliant Energy Corporation,Alliant Energy,Utilities,Utilities - Regulated Electric,
LNTH,"Lantheus Holdings, Inc.",Lantheus Holdings,Healthcare,Drug Manufacturers - Specialty & Generic,
LNW,"Light & Wonder, Inc.",Light &amp; Wonder,Consumer Cyclical,Gambling,
LNZA,"LanzaTech Global, Inc.",LanzaTech Global,Industrials,Waste Management,
LOAN,"Manhattan Bridge Capital, Inc.",Manhattan Bridge Capital,Real Estate,REIT—Mortgage,
LOAR,Loar Holdings Inc.,Loar Holdings,Industrials,Aerospace & Defense,
LOB,"Live Oak Bancshares, Inc.",Live Oak Bank,Financial Services,Banks - Regional,
LOCL,Local Bounti Corporation,Local Bounti,Consumer Defensive,Farm Products,
LOCO,"El Pollo Loco Holdings, Inc.",El Pollo Loco,Consumer Cyclical,Restaurants,
LODE,Comstock Inc.,Comstock Mining,Basic Materials,Other Precious Metals & Mining,
LOPE,"Grand Canyon Education, Inc.",Grand Canyon Education,Consumer Defensive,Education & Training Services,
LOVE,The Lovesac Company,LoveSac,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
LOW,"Lowe's Companies, Inc.",Lowes,Consumer Cyclical,Home Improvement Retail,
LPA,Logistic Properties of the Americas,Logistic Properties of the Americas,Real Estate,Real Estate—Development,
LPCN,Lipocine Inc.,Lipocine,Healthcare,Biotechnology,
LPG,Dorian LPG Ltd.,Dorian LPG,Energy,Oil & Gas Midstream,
LPLA,LPL Financial Holdings Inc.,LPL Financial,Financial Services,Capital Markets,
LPRO,Open Lending Corporation,Open Lending,Financial Services,Credit Services,
LPSN,"LivePerson, Inc.",LivePerson,Technology,Software—Application,
LPTH,"LightPath Technologies, Inc.",LightPath Technologies,Technology,Electronic Components,
LPTV,"Loop Media, Inc.",Loop Media,Communication Services,Broadcasting,
LPTX,"Leap Therapeutics, Inc.",Leap Therapeutics,Healthcare,Biotechnology,
LPX,Louisiana-Pacific Corporation,Louisiana-Pacific,Industrials,Building Products & Equipment,
LQDA,Liquidia Corporation,Liquidia Technologies,Healthcare,Biotechnology,
LQDT,"Liquidity Services, Inc.",Liquidity Services,Consumer Cyclical,Internet Retail,
LRCX,Lam Research Corporation,Lam Research,Technology,Semiconductor Equipment & Materials,
LRFC,Logan Ridge Finance Corporation,Logan Ridge Finance,Financial Services,Asset Management,
LRHC,La Rosa Holdings Corp.,La Rosa Holdings,Real Estate,Real Estate Services,
LRMR,"Larimar Therapeutics, Inc.",Larimar Therapeutics,Healthcare,Biotechnology,
LRN,"Stride, Inc.",Stride (K12 Education),Consumer Defensive,Education & Training Services,
LSBK,"Lake Shore Bancorp, Inc.",Lake Shore Bancorp,Financial Services,Banks—Regional,
LSCC,Lattice Semiconductor Corporation,Lattice Semiconductor,Technology,Semiconductors,
LSEA,Landsea Homes Corporation,Landsea Homes,Real Estate,Real Estate—Development,
LSF,"Laird Superfood, Inc.",Laird Superfood,Consumer Defensive,Packaged Foods,
LSTR,"Landstar System, Inc.",Landstar System,Industrials,Integrated Freight & Logistics,
LSXMB,The Liberty SiriusXM Group,Liberty Media,Communication Services,Broadcasting,
LTBR,Lightbridge Corporation,Lightbridge Corporation,Industrials,Electrical Equipment & Parts,
LTC,"LTC Properties, Inc.",LTC Properties,Real Estate,REIT - Healthcare Facilities,
LTCH,"Latch, Inc.",Latch,Technology,Software—Application,
LTH,"Life Time Group Holdings, Inc.",Life Time Group,Consumer Cyclical,Leisure,
LTRN,Lantern Pharma Inc.,Lantern Pharma,Healthcare,Biotechnology,
LTRPA,"Liberty TripAdvisor Holdings, Inc.",Liberty TripAdvisor Holdings,Communication Services,Internet Content & Information,
LTRX,"Lantronix, Inc.",Lantronix,Technology,Communication Equipment,
LUCD,Lucid Diagnostics Inc.,Lucid Diagnostics,Healthcare,Medical Devices,
LUCY,"Innovative Eyewear, Inc.",Innovative Eyewear,Healthcare,Medical Instruments & Supplies,
LUMN,"Lumen Technologies, Inc.",Lumen,Communication Services,Telecom Services,
LUMO,"Lumos Pharma, Inc.",Lumos Pharma,Healthcare,Biotechnology,
LUNA,Luna Innovations Incorporated,Luna Innovations,Technology,Scientific & Technical Instruments,
LUNG,Pulmonx Corporation,Pulmonx,Healthcare,Medical Devices,
LUNR,"Intuitive Machines, Inc.",Intuitive Machines,Industrials,Aerospace & Defense,
LUV,Southwest Airlines Co.,Southwest Airlines,Industrials,Airlines,
LUXH,LuxUrban Hotels Inc.,LuxUrban Hotels,Consumer Cyclical,Lodging,
LVLU,"Lulu's Fashion Lounge Holdings, Inc.",Lulu's Fashion Lounge,Consumer Cyclical,Apparel Retail,
LVO,"LiveOne, Inc.",LiveOne,Communication Services,Entertainment,
LVS,Las Vegas Sands Corp.,Las Vegas Sands,Consumer Cyclical,Resorts & Casinos,
LVWR,"LiveWire Group, Inc.",LiveWire Group,Consumer Cyclical,Auto Manufacturers,
LW,"Lamb Weston Holdings, Inc.",Lamb Weston,Consumer Defensive,Packaged Foods,
LWAY,"Lifeway Foods, Inc.",Lifeway Foods,Consumer Defensive,Packaged Foods,
LWLG,"Lightwave Logic, Inc.",Lightwave Logic,Basic Materials,Specialty Chemicals,
LXEO,"Lexeo Therapeutics, Inc.",Lexeo Therapeutics,Healthcare,Biotechnology,
LXP,LXP Industrial Trust,LXP Industrial Trust,Real Estate,REIT - Industrial,
LXRX,"Lexicon Pharmaceuticals, Inc.",Lexicon Pharmaceuticals,Healthcare,Biotechnology,
LXU,"LSB Industries, Inc.",LSB Industries,Basic Materials,Chemicals,
LYB,LyondellBasell Industries N.V.,LyondellBasell,Basic Materials,Specialty Chemicals,
LYEL,"Lyell Immunopharma, Inc.",Lyell Immunopharma,Healthcare,Biotechnology,
LYFT,"Lyft, Inc.",Lyft,Technology,Software - Application,
LYRA,"Lyra Therapeutics, Inc.",Lyra Therapeutics,Healthcare,Biotechnology,
LYTS,LSI Industries Inc.,LSI Industries,Technology,Electronic Components,
LYV,"Live Nation Entertainment, Inc.",Live Nation,Communication Services,Entertainment,
LZ,"LegalZoom.com, Inc.",LegalZoom,Industrials,Specialty Business Services,
LZB,La-Z-Boy Incorporated,La-Z-Boy,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
M,"Macy's, Inc.",Macy's,Consumer Cyclical,Department Stores,
MA,Mastercard Incorporated,Mastercard,Financial Services,Credit Services,
MAA,"Mid-America Apartment Communities, Inc.",Mid-America Apartment Communities,Real Estate,REIT - Residential,
MAC,The Macerich Company,Macerich,Real Estate,REIT - Retail,
MACK,"Merrimack Pharmaceuticals, Inc.",Merrimack Pharmaceuticals,Healthcare,Biotechnology,
MAIA,"MAIA Biotechnology, Inc.",MAIA Biotechnology,Healthcare,Biotechnology,
MAIN,Main Street Capital Corporation,Main Street Capital,Financial Services,Asset Management,
MAMA,"Mama's Creations, Inc.",Mama's Creations,Consumer Defensive,Packaged Foods,
MAMO,Massimo Group,Massimo Motor,Consumer Cyclical,Recreational Vehicles,
MAN,ManpowerGroup Inc.,ManpowerGroup,Industrials,Staffing & Employment Services,
MANH,"Manhattan Associates, Inc.",Manhattan Associates,Technology,Software - Application,
MAPS,"WM Technology, Inc.",WM Technology,Technology,Software—Application,
MAR,"Marriott International, Inc.",Marriott International,Consumer Cyclical,Lodging,
MARA,"Marathon Digital Holdings, Inc.",Marathon Digital Holdings,Financial Services,Capital Markets,
MARK,"Remark Holdings, Inc.",Remark Holdings,Technology,Software—Infrastructure,
MAS,Masco Corporation,Masco,Industrials,Building Products & Equipment,
MASI,Masimo Corporation,Masimo,Healthcare,Medical Devices,
MASS,908 Devices Inc.,908 Devices,Healthcare,Medical Devices,
MAT,"Mattel, Inc.",Mattel,Consumer Cyclical,Leisure,
MATV,"Mativ Holdings, Inc.",Mativ Holdings,Basic Materials,Specialty Chemicals,
MATW,Matthews International Corporation,Matthews International Corporation,Industrials,Conglomerates,
MATX,"Matson, Inc.",Matson,Industrials,Marine Shipping,
MAX,"MediaAlpha, Inc.",MediaAlpha,Communication Services,Internet Content & Information,
MBC,"MasterBrand, Inc.",MasterBrand,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
MBCN,Middlefield Banc Corp.,Middlefield Banc,Financial Services,Banks—Regional,
MBI,MBIA Inc.,MBIA,Financial Services,Insurance—Specialty,
MBIN,Merchants Bancorp,Merchants Bancorp,Financial Services,Banks - Regional,
MBOT,Microbot Medical Inc.,Microbot Medical,Healthcare,Medical Instruments & Supplies,
MBUU,"Malibu Boats, Inc.",Malibu Boats,Consumer Cyclical,Recreational Vehicles,
MBWM,Mercantile Bank Corporation,Mercantile Bank,Financial Services,Banks - Regional,
MC,Moelis & Company,Moelis &amp; Company,Financial Services,Capital Markets,
MCB,Metropolitan Bank Holding Corp.,Metropolitan Bank Holding,Financial Services,Banks - Regional,
MCBC,Macatawa Bank Corporation,Macatawa Bank,Financial Services,Banks - Regional,
MCBS,"MetroCity Bankshares, Inc.",MetroCity Bankshares,Financial Services,Banks - Regional,
MCD,McDonald's Corporation,McDonald,Consumer Cyclical,Restaurants,
MCFT,"MasterCraft Boat Holdings, Inc.",MasterCraft Boat,Consumer Cyclical,Recreational Vehicles,
MCHP,Microchip Technology Incorporated,Microchip Technology,Technology,Semiconductors,
MCHX,"Marchex, Inc.",Marchex,Communication Services,Advertising Agencies,
MCK,McKesson Corporation,McKesson,Healthcare,Medical Distribution,
MCO,Moody's Corporation,Moody's,Financial Services,Financial Data & Stock Exchanges,
MCRB,"Seres Therapeutics, Inc.",Seres Therapeutics,Healthcare,Biotechnology,
MCRI,"Monarch Casino & Resort, Inc.",Monarch Casino &amp; Resort,Consumer Cyclical,Resorts & Casinos,
MCS,The Marcus Corporation,Marcus Corporation,Communication Services,Entertainment,
MCW,"Mister Car Wash, Inc.",Mister Car Wash,Consumer Cyclical,Personal Services,
MCY,Mercury General Corporation,Mercury General,Financial Services,Insurance - Property & Casualty,
MD,"Pediatrix Medical Group, Inc.",Pediatrix Medical Group,Healthcare,Medical Care Facilities,
MDB,"MongoDB, Inc.",MongoDB,Technology,Software - Infrastructure,
MDGL,"Madrigal Pharmaceuticals, Inc.",Madrigal Pharmaceuticals,Healthcare,Biotechnology,
MDIA,MediaCo Holding Inc.,MediaCo Holding,Communication Services,Broadcasting,
MDLZ,"Mondelez International, Inc.",Mondelez,Consumer Defensive,Confectioners,
MDRX,Veradigm Inc.,Allscripts,Healthcare,Health Information Services,
MDU,"MDU Resources Group, Inc.",MDU Resources,Industrials,Conglomerates,
MDV,"Modiv Industrial, Inc.",Modiv,Real Estate,REIT—Diversified,
MDXG,"MiMedx Group, Inc.",MiMedx Group,Healthcare,Biotechnology,
ME,23andMe Holding Co.,23andMe,Healthcare,Diagnostics & Research,
MEC,"Mayville Engineering Company, Inc.",Mayville Engineering Company,Industrials,Metal Fabrication,
MED,"Medifast, Inc.",Medifast,Consumer Cyclical,Personal Services,
MEDP,"Medpace Holdings, Inc.",Medpace,Healthcare,Diagnostics & Research,
MEDS,"TRxADE HEALTH, Inc.",TRxADE HEALTH,Healthcare,Pharmaceutical Retailers,
MEG,"Montrose Environmental Group, Inc.",Montrose Environmental,Industrials,Waste Management,
MEI,"Methode Electronics, Inc.",Methode Electronics,Technology,Electronic Components,
MESA,"Mesa Air Group, Inc.",Mesa Air,Industrials,Airlines,
MET,"MetLife, Inc.",MetLife,Financial Services,Insurance - Life,
META,"Meta Platforms, Inc.",Facebook,Communication Services,Internet Content & Information,
METC,"Ramaco Resources, Inc.",Ramaco Resources,Basic Materials,Coking Coal,
MFA,"MFA Financial, Inc.",MFA Financial,Real Estate,REIT - Mortgage,
MG,"Mistras Group, Inc.",MISTRAS Group,Industrials,Security & Protection Services,
MGAM,Mobile Global Esports Inc.,Mobile Global Esports (Mogo),Communication Services,Electronic Gaming & Multimedia,
MGEE,"MGE Energy, Inc.",MGE Energy,Utilities,Utilities - Regulated Electric,
MGLD,"The Marygold Companies, Inc.",the Marygold Companies,Financial Services,Asset Management,
MGM,MGM Resorts International,MGM Resorts,Consumer Cyclical,Resorts & Casinos,
MGNI,"Magnite, Inc.",Magnite,Communication Services,Advertising Agencies,
MGNX,"MacroGenics, Inc.",MacroGenics,Healthcare,Biotechnology,
MGOL,"MGO Global, Inc.",MGO Global,Communication Services,Advertising Agencies,
MGPI,"MGP Ingredients, Inc.",MGP Ingredients,Consumer Defensive,Beverages - Wineries & Distilleries,
MGRC,McGrath RentCorp,McGrath RentCorp,Industrials,Rental & Leasing Services,
MGRM,Monogram Technologies Inc.,Monogram Orthopaedics,Healthcare,Medical Devices,
MGRX,"Mangoceuticals, Inc.",Mangoceuticals,Healthcare,Health Information Services,
MGTX,MeiraGTx Holdings plc,MeiraGTx,Healthcare,Biotechnology,
MGX,"Metagenomi, Inc.",Metagenomi,Healthcare,Biotechnology,
MGY,Magnolia Oil & Gas Corporation,Magnolia Oil &amp; Gas,Energy,Oil & Gas E&P,
MGYR,"Magyar Bancorp, Inc.",Magyar Bancorp,Financial Services,Banks—Regional,
MHK,"Mohawk Industries, Inc.",Mohawk Industries,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
MHO,"M/I Homes, Inc.",M/I Homes,Consumer Cyclical,Residential Construction,
MIDD,The Middleby Corporation,Middleby,Industrials,Specialty Industrial Machinery,
MINM,"Minim, Inc.",Zoom Telephonics,Technology,Communication Equipment,
MIR,"Mirion Technologies, Inc.",Mirion Technologies,Industrials,Specialty Industrial Machinery,
MIRM,"Mirum Pharmaceuticals, Inc.",Mirum Pharmaceuticals,Healthcare,Biotechnology,
MITK,"Mitek Systems, Inc.",Mitek Systems,Technology,Software - Application,
MITT,"AG Mortgage Investment Trust, Inc.",AG Mortgage Investment Trust,Real Estate,REIT—Mortgage,
MKC,"McCormick & Company, Incorporated",McCormick & Company,Consumer Defensive,Packaged Foods,
MKFG,Markforged Holding Corporation,Markforged,Technology,Computer Hardware,
MKL,Markel Group Inc.,Markel,Financial Services,Insurance - Property & Casualty,
MKSI,"MKS Instruments, Inc.",MKS Instruments,Technology,Scientific & Technical Instruments,
MKTW,"MarketWise, Inc.",MarketWise,Financial Services,Financial Data & Stock Exchanges,
MKTX,MarketAxess Holdings Inc.,MarketAxess,Financial Services,Capital Markets,
ML,MoneyLion Inc.,MoneyLion,Technology,Software - Application,
MLAB,"Mesa Laboratories, Inc.",Mesa Laboratories,Technology,Scientific & Technical Instruments,
MLI,"Mueller Industries, Inc.",Mueller Industries,Industrials,Metal Fabrication,
MLKN,"MillerKnoll, Inc.",MillerKnoll,Consumer Cyclical,"Furnishings, Fixtures & Appliances",
MLM,"Martin Marietta Materials, Inc.",Martin Marietta,Basic Materials,Building Materials,
MLNK,"MeridianLink, Inc.",MeridianLink,Technology,Software - Application,
MLP,"Maui Land & Pineapple Company, Inc.",Maui Land &amp; Pineapple Company,Real Estate,Real Estate Services,
MLR,"Miller Industries, Inc.",Miller Industries,Consumer Cyclical,Auto Parts,
MLSS,Milestone Scientific Inc.,Milestone Scientific,Healthcare,Medical Instruments & Supplies,
MLYS,"Mineralys Therapeutics, Inc.",Mineralys Therapeutics,Healthcare,Biotechnology,
MMC,"Marsh & McLennan Companies, Inc.",Marsh & McLennan Companies,Financial Services,Insurance Brokers,
MMI,"Marcus & Millichap, Inc.",Marcus &amp; Millichap,Real Estate,Real Estate Services,
MMLP,Martin Midstream Partners L.P.,Martin Midstream Partners,Energy,Oil & Gas Midstream,
MMM,3M Company,3M,Industrials,Conglomerates,
MMS,"Maximus, Inc.",Maximus,Industrials,Specialty Business Services,
MMSI,"Merit Medical Systems, Inc.",Merit Medical,Healthcare,Medical Instruments & Supplies,
MNKD,MannKind Corporation,MannKind Corp,Healthcare,Biotechnology,
MNMD,Mind Medicine (MindMed) Inc.,Mind Medicine,Healthcare,Biotechnology,
MNOV,"MediciNova, Inc.",MediciNova,Healthcare,Biotechnology,
MNPR,Monopar Therapeutics Inc.,Monopar Therapeutics,Healthcare,Biotechnology,
MNR,,Mach Natural Resources LP,Energy,Oil & Gas E&P,
MNRO,"Monro, Inc.",Monro,Consumer Cyclical,Auto Parts,
MNSB,"MainStreet Bancshares, Inc.",MainStreet Bancshares,Financial Services,Banks—Regional,
MNST,Monster Beverage Corporation,Monster Beverage,Consumer Defensive,Beverages - Non-Alcoholic,
MNTK,"Montauk Renewables, Inc.",Montauk Renewables,Utilities,Utilities - Diversified,
MNTS,Momentus Inc.,Momentus,Industrials,Aerospace & Defense,
MNTX,"Manitex International, Inc.",Manitex International,Industrials,Farm & Heavy Construction Machinery,
MO,"Altria Group, Inc.",Altria Group,Consumer Defensive,Tobacco,
MOBX,"Mobix Labs, Inc.",Mobix Labs,Technology,Semiconductors,
MOD,Modine Manufacturing Company,Modine Manufacturing,Consumer Cyclical,Auto Parts,
MODG,Topgolf Callaway Brands Corp.,Topgolf Callaway Brands,Consumer Cyclical,Leisure,
